,Unnamed: 0,sentence,tag,label
1799,220,"""I really do n't see the government doing something that Jaguar does n't want over the next 14 months,"" said Kenneth Warren, a Conservative member of Parliament and chairman of the Select Committee on Trade and Industry in Britain's House of Commons. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
759,206,"The government is introducing a new law to protect the rights of victims of domestic violence, in an effort to ensure their safety and access to justice.",0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
1671,92,"Anheuser-Busch Cos. said it plans to aggressively discount its major beer brands, setting the stage for a potentially bruising price war as the maturing industry's growth continues to slow.    ",0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,cause
1043,12,The U.S. Senate yesterday approved a bill that would impose a three-year moratorium on the importation of certain products from countries that have not signed the Nuclear Non-Proliferation Treaty.,0 0 0 0 condition 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
71,71,The United Nations has passed a resolution to prevent the recruitment of mercenaries.,0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0,prevent
652,99,The government passed a law to protect the rights of immigrants and ensure access to basic services.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,intend
1471,440,The United Nations has passed a resolution calling for an end to the use of incendiary weapons in armed conflicts.,0 0 0 0 0 0 condition 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,enable
1432,401,The government has also announced plans to invest in infrastructure projects to improve transportation networks and access to essential services.,0 0 0 0 0 0 0 0 0 condition 0 0 effect 0 0 0 0 0 0 0 0,enable
268,268,The United States has imposed sanctions on certain countries in an effort to prevent the development of cyber weapons.,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect 0,prevent
1492,6,"The government passed a law to reduce the number of hours worked, in an effort to reduce unemployment.",0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,intend
1605,26,"Earlier staff-reduction moves have trimmed about 300 jobs, the spokesman said. ",0 0 0 0 0 0 cause 0 0 0 0 0 0 effect 0,cause
2026,447,The government is sharpening its newest weapon against white-collar defendants: the power to prevent them from paying their legal bills.,0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,prevent
995,442,"The government has passed a law to increase access to clean air, in an effort to reduce air pollution and improve public health.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
875,322,The government passed a law to increase the number of public safety initiatives in an effort to reduce crime.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
2169,71,"Mr. Fournier said the large institutions that hold nearly 50% of Navigation Mixte's capital all strongly support him, but some analysts said they aren't so sure. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
1149,118,"The Canadian government has announced a new program to help low-income families with the cost of childcare, providing up to $500 per month in assistance for those who qualify.",0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
281,281,"The government has implemented a series of measures to prevent the spread of money laundering, including increased monitoring of financial transactions and increased penalties for those who engage in money laundering.",0 0 0 0 0 0 0 0 0 0 0 0 0 effect effect 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent
2108,10,"There was no independentconfirmation of the report by the government-run news agency, whichdid not say when the reported attempt occurred.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
235,235,The government has implemented a series of measures to prevent the spread of misinformation.,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0,prevent
2011,432,"Milan are set to secure his replacement, so the Lille goalkeeper Mike Maignan underwent a medical with the 'Rossoneri' on Tuesday ahead of a move from the newly-crowned French champions.",condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
746,193,The government passed a law to increase access to clean energy sources and reduce air pollution.,0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
2179,81,"Benjamin Franklin Federal Savings amp Loan Association said it plans to restructure in the wake of a third-quarter loss of $7.7 million, or $1.01 a share, reflecting an $11 million addition to loan-loss reserves.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
1803,224,"But some analysts questioned how much of an impact the retirement package will have, because few jobs will end up being eliminated. ",0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0,cause
2004,425,"While Westinghouse hasn't had a nuclear power plant order from a U.S. utility in about a decade, excess capacity is beginning to shrink. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
1333,302,The Canadian government has announced a new policy to reduce the amount of plastic waste in the environment by encouraging businesses to use more sustainable packaging materials.,0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
1375,344,The European Union has implemented a new program to provide free job training for unemployed individuals.,0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0,enable
123,123,The United Nations has imposed an arms embargo on Myanmar in an effort to prevent the country from using military force against its citizens.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
2111,13,"Mr. Roberts continues as treasurer, and Mr. Wonham remains responsible for the offices of comptroller, planning, marketing and general services.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
23,23,The government has implemented a series of measures to prevent the spread of extremism.,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0,prevent
440,440,The United States has imposed economic sanctions on Russia in an effort to prevent the country from interfering in other countries' affairs.,0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
292,292,The United States has imposed economic sanctions on Sudan in an effort to prevent the country from destabilizing the region.,0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
685,132,"The government has implemented a new policy to provide access to healthcare for all citizens, in an effort to improve public health.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
14,14,The United Nations has imposed a trade embargo on certain countries in an effort to prevent the spread of weapons of mass destruction.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,prevent
24,24,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from acquiring weapons of mass destruction.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect effect effect 0,prevent
1179,148,The United Nations has adopted a resolution to promote gender equality and empower women and girls around the world.,0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0 0,enable
1036,5,"The government of Prime Minister Brian Mulroney has been under pressure to reduce the deficit, which is expected to reach C$30 billion this year.",0 0 0 0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
345,345,"The government has taken steps to prevent the use of money laundering, including introducing new laws to regulate the flow of funds.",0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 prevention 0 0 0 0 0 0 0 0,prevent
1834,255,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,enable
1765,186,"Many funds in recent weeks and months have been selling their highest-quality junk issues, such as RJR Nabisco, to raise cash to meet expected redemptions.    ",0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,cause
2028,449,"Another 16 members of the Brazilian-led peacekeeping force deployed in Haiti are confirmed dead, U.N. Secretary-General Ban Ki-moon said Wednesday night -- three Jordanian police officers, one Argentinean and one Chadian police officer, and 11 Brazilian peacekeepers.",0 0 0 0 0 0 0 0 0 0 cause 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
1082,51,The European Union has agreed to a new climate change agreement that will reduce greenhouse gas emissions.,0 0 0 0 0 0 0 0 0 0 condition 0 0 effect 0 0 0 0,enable
1094,63,Prime Minister Margaret Thatcher might be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a hostile takeover bid against Ford.,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
198,198,The United Nations has imposed an arms embargo on Afghanistan in an effort to prevent the country from supporting terrorist activities.,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,prevent
1172,141,The United Nations has passed a resolution calling for an end to the use of torture in all forms.,0 0 0 0 0 0 condition 0 0 0 effect 0 0 0 0 0 0 0 0 0,enable
1626,47,"Mr. Drabinsky, who would have had the right to vote those shares for two years, said the purchase, subsequently rejected by regulators, was aimed at consolidating his control of the company. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
1885,306,"The new leadership team, employees, partners, customers and shareholders will all benefit under Herbert's leadership.",0 0 condition 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,enable
34,34,The government has implemented a series of laws to protect the public from fraudulent activities.,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect effect 0,prevent
2044,465,Thousands of Australian sports fans were told to self-isolate and get tested for coronavirus Wednesday after an infected spectator attended a match in Melbourne and the city raced to avoid another lockdown.,0 0 0 0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,prevent
1679,100,"And to protect their reduced capital investment from eroding further, market makers became quicker to lower price quotes when sell programs are in progress. ",0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0,cause
1442,411,The Senate has passed a bill that would provide additional funding for infrastructure projects across the country.,0 0 0 0 0 condition 0 0 0 effect effect 0 0 0 0 0 0 0,enable
849,296,"The government is introducing a new law to protect the rights of consumers, in an effort to ensure fair pricing and quality products.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
1196,165,The World Trade Organization has recently adopted a new set of rules that will allow countries to impose tariffs on imports from certain countries in order to protect their domestic industries.,0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
1710,131,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. ",0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,cause
2053,474,"Anheuser-Busch Cos. said it plans to aggressively discount its major beer brands, setting the stage for a potentially bruising price war as the maturing industry's growth continues to slow.    ",0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,cause
705,152,"The United Nations has passed a resolution to increase international cooperation, in order to combat terrorism.",0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
2144,46,"Economists polled by Reuters had forecast an unemployment rate of 5.2 per cent.""",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
678,125,"The government is introducing a new law to protect the rights of immigrants, in an effort to ensure access to healthcare and other social services.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
88,88,The United Nations has imposed a no-fly zone over Syria in an effort to prevent further civilian casualties.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 effect effect 0 0 0,prevent
216,216,The government has implemented a series of measures to prevent the spread of cybercrime.,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0,prevent
1305,274,The European Union has passed a new set of regulations to protect the environment from the effects of climate change.,0 0 0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0,enable
1195,164,The United Kingdom has recently announced a new policy of providing financial assistance to developing countries in order to help them reduce their emissions of greenhouse gases.,0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,enable
1793,214,The Oral-B iO's revolutionary technology removes 100% more plaque than a manual brush to give you that professional clean teeth every single day.,0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,enable
1923,344,"Bethlehem Steel Corp., hammered by higher costs and lower shipments to key automotive and service-center customers, posted a 54% drop in third-quarter profit.    ",0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,cause
1187,156,The African Union has adopted a new strategy to promote regional integration and economic development.,0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0 0,enable
1323,292,The United Kingdom has introduced a new policy to ensure that all citizens have access to quality education.,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 effect 0 0 0 0,enable
1575,89,"Mr. Stronach, founder and controlling shareholder of Magna, resigned as chief executive officer last year to seek, unsuccessfully, a seat in Canada's Parliament.",0 0 0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,intend
1689,110,The measure came into force as Chile passed the 50-percent mark of fully vaccinated adults -- over 7.7 million to date out a 15.2 million target population.,0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
